index,event_type,timestamp,user_role,user,source_IP,region,response_code,resource_type,action,hour,unusual_hour,geo_anomaly,failed_action,failed_actions_count,action_count
3004,EC2 Log,2024-09-08 01:23:12,IAMUser,admin,ip-172-31-0-140,us-east-1,,EC2,Unknown,1,1,0,0,0,
3005,EC2 Log,2024-09-04 20:21:06,IAMUser,admin,ip-172-31-0-93,us-east-1,,EC2,Unknown,20,1,0,0,0,
3006,EC2 Log,2024-09-10 09:04:19,IAMUser,dev-user,ip-172-31-0-229,us-east-1,,EC2,Unknown,9,0,0,0,0,
3007,EC2 Log,2024-09-03 05:07:19,IAMUser,dev-user,ip-172-31-0-234,us-east-1,,EC2,Unknown,5,1,0,0,0,
3008,EC2 Log,2024-08-31 23:49:24,IAMUser,test-user,ip-172-31-0-114,us-east-1,,EC2,CPU Warning,23,1,0,0,0,
3009,EC2 Log,2024-09-05 16:33:08,IAMUser,admin,ip-172-31-0-182,us-east-1,,EC2,Unknown,16,0,0,0,0,
3010,EC2 Log,2024-08-31 01:46:10,IAMUser,admin,ip-172-31-0-103,us-east-1,,EC2,Unknown,1,1,0,0,0,
3011,EC2 Log,2024-09-01 05:11:42,IAMUser,dev-user,ip-172-31-0-64,us-east-1,,EC2,Unknown,5,1,0,0,0,
3012,EC2 Log,2024-09-03 10:17:58,IAMUser,dev-user,ip-172-31-0-9,us-east-1,,EC2,Unknown,10,0,0,0,0,
3013,EC2 Log,2024-09-09 02:03:54,IAMUser,test-user,ip-172-31-0-173,us-east-1,,EC2,Unknown,2,1,0,0,0,
3014,EC2 Log,2024-09-01 21:26:55,IAMUser,admin,ip-172-31-0-146,us-east-1,,EC2,Unknown,21,1,0,0,0,
3015,EC2 Log,2024-09-07 19:37:56,IAMUser,test-user,ip-172-31-0-157,us-east-1,,EC2,Unknown,19,1,0,0,0,
3016,EC2 Log,2024-08-30 16:02:42,IAMUser,admin,ip-172-31-0-251,us-east-1,,EC2,Unknown,16,0,0,0,0,
3017,EC2 Log,2024-09-10 19:14:17,IAMUser,test-user,ip-172-31-0-2,us-east-1,,EC2,Unknown,19,1,0,0,0,
3018,EC2 Log,2024-09-04 17:43:46,IAMUser,dev-user,ip-172-31-0-251,us-east-1,,EC2,Unknown,17,0,0,0,0,
3019,EC2 Log,2024-09-08 03:43:20,IAMUser,dev-user,ip-172-31-0-60,us-east-1,,EC2,Unknown,3,1,0,0,0,
3020,EC2 Log,2024-09-01 03:34:25,IAMUser,dev-user,ip-172-31-0-215,us-east-1,,EC2,TerminateInstance,3,1,0,0,0,
3021,EC2 Log,2024-09-11 10:03:28,IAMUser,test-user,ip-172-31-0-10,us-east-1,,EC2,Unknown,10,0,0,0,0,
3022,EC2 Log,2024-09-02 17:55:22,IAMUser,admin,ip-172-31-0-53,us-east-1,,EC2,Unknown,17,0,0,0,0,
3023,EC2 Log,2024-09-04 02:00:32,IAMUser,dev-user,ip-172-31-0-58,us-east-1,,EC2,Unknown,2,1,0,0,0,
3024,EC2 Log,2024-09-05 03:38:24,IAMUser,admin,ip-172-31-0-60,us-east-1,,EC2,Unknown,3,1,0,0,0,
3025,EC2 Log,2024-09-11 17:39:09,IAMUser,admin,ip-172-31-0-57,us-east-1,,EC2,Unknown,17,0,0,0,0,
3026,EC2 Log,2024-09-10 18:27:20,IAMUser,dev-user,ip-172-31-0-168,us-east-1,,EC2,Unknown,18,1,0,0,0,
3027,EC2 Log,2024-09-06 07:38:05,IAMUser,dev-user,ip-172-31-0-2,us-east-1,,EC2,SecurityPatch,7,1,0,0,0,
3028,EC2 Log,2024-09-07 11:11:06,IAMUser,dev-user,ip-172-31-0-171,us-east-1,,EC2,Unknown,11,0,0,0,0,
3029,EC2 Log,2024-09-02 21:24:59,IAMUser,test-user,ip-172-31-0-108,us-east-1,,EC2,Unknown,21,1,0,0,0,
3030,EC2 Log,2024-09-11 15:35:59,IAMUser,admin,ip-172-31-0-181,us-east-1,,EC2,Unknown,15,0,0,0,0,
3031,EC2 Log,2024-09-08 05:08:50,IAMUser,admin,ip-172-31-0-68,us-east-1,,EC2,Unknown,5,1,0,0,0,
3032,EC2 Log,2024-09-01 14:41:02,IAMUser,admin,ip-172-31-0-106,us-east-1,,EC2,Unknown,14,0,0,0,0,
3033,EC2 Log,2024-09-11 19:39:32,IAMUser,test-user,ip-172-31-0-232,us-east-1,,EC2,Unknown,19,1,0,0,0,
3034,EC2 Log,2024-09-02 19:25:52,IAMUser,test-user,ip-172-31-0-230,us-east-1,,EC2,Unknown,19,1,0,0,0,
3035,EC2 Log,2024-09-06 22:53:35,IAMUser,admin,ip-172-31-0-253,us-east-1,,EC2,Unknown,22,1,0,0,0,
3036,EC2 Log,2024-09-08 04:46:11,IAMUser,admin,ip-172-31-0-127,us-east-1,,EC2,Unknown,4,1,0,0,0,
3037,EC2 Log,2024-09-08 03:57:00,IAMUser,dev-user,ip-172-31-0-4,us-east-1,,EC2,TerminateInstance,3,1,0,0,0,
3038,EC2 Log,2024-09-09 16:21:47,IAMUser,test-user,ip-172-31-0-249,us-east-1,,EC2,TerminateInstance,16,0,0,0,0,
3039,EC2 Log,2024-09-10 22:34:40,IAMUser,dev-user,ip-172-31-0-76,us-east-1,,EC2,Unknown,22,1,0,0,0,
3040,EC2 Log,2024-09-06 01:31:16,IAMUser,test-user,ip-172-31-0-115,us-east-1,,EC2,CPU Warning,1,1,0,0,0,
3041,EC2 Log,2024-09-06 13:22:26,IAMUser,dev-user,ip-172-31-0-101,us-east-1,,EC2,TerminateInstance,13,0,0,0,0,
3042,EC2 Log,2024-09-07 12:13:02,IAMUser,admin,ip-172-31-0-237,us-east-1,,EC2,CPU Warning,12,0,0,0,0,
3043,EC2 Log,2024-09-09 06:50:36,IAMUser,dev-user,ip-172-31-0-176,us-east-1,,EC2,TerminateInstance,6,1,0,0,0,
3044,EC2 Log,2024-08-31 13:42:13,IAMUser,admin,ip-172-31-0-39,us-east-1,,EC2,Unknown,13,0,0,0,0,
3045,EC2 Log,2024-09-11 01:55:11,IAMUser,dev-user,ip-172-31-0-88,us-east-1,,EC2,TerminateInstance,1,1,0,0,0,
3046,EC2 Log,2024-09-09 02:24:45,IAMUser,admin,ip-172-31-0-63,us-east-1,,EC2,Unknown,2,1,0,0,0,
3047,EC2 Log,2024-09-11 18:15:28,IAMUser,test-user,ip-172-31-0-178,us-east-1,,EC2,Unknown,18,1,0,0,0,
3048,EC2 Log,2024-08-30 21:07:14,IAMUser,dev-user,ip-172-31-0-202,us-east-1,,EC2,Unknown,21,1,0,0,0,
3049,EC2 Log,2024-08-31 05:06:21,IAMUser,admin,ip-172-31-0-204,us-east-1,,EC2,SecurityPatch,5,1,0,0,0,
3050,EC2 Log,2024-09-05 03:11:31,IAMUser,admin,ip-172-31-0-125,us-east-1,,EC2,Unknown,3,1,0,0,0,
3051,EC2 Log,2024-09-10 13:22:22,IAMUser,admin,ip-172-31-0-244,us-east-1,,EC2,TerminateInstance,13,0,0,0,0,
3052,EC2 Log,2024-09-09 23:54:13,IAMUser,test-user,ip-172-31-0-57,us-east-1,,EC2,Unknown,23,1,0,0,0,
3053,EC2 Log,2024-09-04 15:05:37,IAMUser,test-user,ip-172-31-0-224,us-east-1,,EC2,SecurityPatch,15,0,0,0,0,
3054,EC2 Log,2024-09-04 21:00:45,IAMUser,admin,ip-172-31-0-132,us-east-1,,EC2,SecurityPatch,21,1,0,0,0,
3055,EC2 Log,2024-08-30 21:24:34,IAMUser,test-user,ip-172-31-0-217,us-east-1,,EC2,TerminateInstance,21,1,0,0,0,
3056,EC2 Log,2024-09-08 10:59:52,IAMUser,test-user,ip-172-31-0-229,us-east-1,,EC2,SecurityPatch,10,0,0,0,0,
3057,EC2 Log,2024-09-04 19:30:26,IAMUser,test-user,ip-172-31-0-218,us-east-1,,EC2,Unknown,19,1,0,0,0,
3058,EC2 Log,2024-09-04 09:19:39,IAMUser,test-user,ip-172-31-0-227,us-east-1,,EC2,Unknown,9,0,0,0,0,
3059,EC2 Log,2024-09-07 17:33:43,IAMUser,admin,ip-172-31-0-198,us-east-1,,EC2,Unknown,17,0,0,0,0,
3060,EC2 Log,2024-09-07 09:57:20,IAMUser,dev-user,ip-172-31-0-15,us-east-1,,EC2,SecurityPatch,9,0,0,0,0,
3061,EC2 Log,2024-09-12 07:01:01,IAMUser,admin,ip-172-31-0-70,us-east-1,,EC2,Unknown,7,1,0,0,0,
3062,EC2 Log,2024-09-10 04:00:37,IAMUser,dev-user,ip-172-31-0-68,us-east-1,,EC2,CPU Warning,4,1,0,0,0,
3063,EC2 Log,2024-09-08 16:19:45,IAMUser,test-user,ip-172-31-0-198,us-east-1,,EC2,TerminateInstance,16,0,0,0,0,
3064,EC2 Log,2024-09-10 14:23:23,IAMUser,admin,ip-172-31-0-118,us-east-1,,EC2,Unknown,14,0,0,0,0,
3065,EC2 Log,2024-09-08 07:02:58,IAMUser,test-user,ip-172-31-0-248,us-east-1,,EC2,TerminateInstance,7,1,0,0,0,
3066,EC2 Log,2024-09-12 01:13:37,IAMUser,test-user,ip-172-31-0-98,us-east-1,,EC2,Unknown,1,1,0,0,0,
3067,EC2 Log,2024-08-29 16:16:53,IAMUser,admin,ip-172-31-0-156,us-east-1,,EC2,Unknown,16,0,0,0,0,
3068,EC2 Log,2024-09-05 23:15:15,IAMUser,admin,ip-172-31-0-107,us-east-1,,EC2,TerminateInstance,23,1,0,0,0,
3069,EC2 Log,2024-09-03 04:13:48,IAMUser,admin,ip-172-31-0-108,us-east-1,,EC2,CPU Warning,4,1,0,0,0,
3070,EC2 Log,2024-09-09 12:59:40,IAMUser,admin,ip-172-31-0-195,us-east-1,,EC2,Unknown,12,0,0,0,0,
3071,EC2 Log,2024-08-31 01:21:12,IAMUser,admin,ip-172-31-0-119,us-east-1,,EC2,Unknown,1,1,0,0,0,
3072,EC2 Log,2024-09-05 06:30:44,IAMUser,admin,ip-172-31-0-68,us-east-1,,EC2,Unknown,6,1,0,0,0,
3073,EC2 Log,2024-08-31 03:16:08,IAMUser,dev-user,ip-172-31-0-230,us-east-1,,EC2,TerminateInstance,3,1,0,0,0,
3074,EC2 Log,2024-09-02 16:16:18,IAMUser,admin,ip-172-31-0-157,us-east-1,,EC2,Unknown,16,0,0,0,0,
3075,EC2 Log,2024-09-12 00:07:04,IAMUser,admin,ip-172-31-0-145,us-east-1,,EC2,Unknown,0,1,0,0,0,
3076,EC2 Log,2024-09-05 09:42:59,IAMUser,test-user,ip-172-31-0-115,us-east-1,,EC2,Unknown,9,0,0,0,0,
3077,EC2 Log,2024-08-30 00:29:08,IAMUser,dev-user,ip-172-31-0-209,us-east-1,,EC2,CPU Warning,0,1,0,0,0,
3078,EC2 Log,2024-09-05 11:31:30,IAMUser,admin,ip-172-31-0-255,us-east-1,,EC2,Unknown,11,0,0,0,0,
3079,EC2 Log,2024-09-01 11:17:56,IAMUser,test-user,ip-172-31-0-102,us-east-1,,EC2,Unknown,11,0,0,0,0,
3080,EC2 Log,2024-09-01 18:37:36,IAMUser,admin,ip-172-31-0-244,us-east-1,,EC2,Unknown,18,1,0,0,0,
3081,EC2 Log,2024-09-05 10:28:10,IAMUser,dev-user,ip-172-31-0-107,us-east-1,,EC2,Unknown,10,0,0,0,0,
3082,EC2 Log,2024-09-05 21:20:41,IAMUser,dev-user,ip-172-31-0-115,us-east-1,,EC2,SecurityPatch,21,1,0,0,0,
3083,EC2 Log,2024-08-29 12:40:38,IAMUser,admin,ip-172-31-0-97,us-east-1,,EC2,TerminateInstance,12,0,0,0,0,
3084,EC2 Log,2024-09-08 16:39:57,IAMUser,test-user,ip-172-31-0-227,us-east-1,,EC2,Unknown,16,0,0,0,0,
3085,EC2 Log,2024-09-08 22:56:28,IAMUser,test-user,ip-172-31-0-167,us-east-1,,EC2,Unknown,22,1,0,0,0,
3086,EC2 Log,2024-09-10 09:09:17,IAMUser,admin,ip-172-31-0-234,us-east-1,,EC2,Unknown,9,0,0,0,0,
3087,EC2 Log,2024-09-02 09:39:38,IAMUser,admin,ip-172-31-0-89,us-east-1,,EC2,Unknown,9,0,0,0,0,
3088,EC2 Log,2024-09-05 15:29:55,IAMUser,admin,ip-172-31-0-186,us-east-1,,EC2,Unknown,15,0,0,0,0,
3089,EC2 Log,2024-09-02 18:44:27,IAMUser,admin,ip-172-31-0-157,us-east-1,,EC2,Unknown,18,1,0,0,0,
3090,EC2 Log,2024-09-03 20:06:49,IAMUser,admin,ip-172-31-0-151,us-east-1,,EC2,SecurityPatch,20,1,0,0,0,
3091,EC2 Log,2024-09-10 01:00:27,IAMUser,admin,ip-172-31-0-49,us-east-1,,EC2,Unknown,1,1,0,0,0,
3092,EC2 Log,2024-09-07 03:38:59,IAMUser,dev-user,ip-172-31-0-88,us-east-1,,EC2,Unknown,3,1,0,0,0,
3093,EC2 Log,2024-09-09 14:45:47,IAMUser,admin,ip-172-31-0-178,us-east-1,,EC2,Unknown,14,0,0,0,0,
3094,EC2 Log,2024-09-08 19:34:39,IAMUser,dev-user,ip-172-31-0-172,us-east-1,,EC2,Unknown,19,1,0,0,0,
3095,EC2 Log,2024-09-04 06:45:15,IAMUser,admin,ip-172-31-0-98,us-east-1,,EC2,Unknown,6,1,0,0,0,
3096,EC2 Log,2024-09-01 01:15:56,IAMUser,test-user,ip-172-31-0-37,us-east-1,,EC2,Unknown,1,1,0,0,0,
3097,EC2 Log,2024-08-30 04:56:00,IAMUser,test-user,ip-172-31-0-171,us-east-1,,EC2,Unknown,4,1,0,0,0,
3098,EC2 Log,2024-09-11 09:30:34,IAMUser,admin,ip-172-31-0-147,us-east-1,,EC2,Unknown,9,0,0,0,0,
3099,EC2 Log,2024-09-01 17:32:25,IAMUser,dev-user,ip-172-31-0-167,us-east-1,,EC2,Unknown,17,0,0,0,0,
3100,EC2 Log,2024-09-06 10:17:03,IAMUser,admin,ip-172-31-0-245,us-east-1,,EC2,Unknown,10,0,0,0,0,
3101,EC2 Log,2024-09-02 22:58:02,IAMUser,test-user,ip-172-31-0-208,us-east-1,,EC2,Unknown,22,1,0,0,0,
3102,EC2 Log,2024-09-03 03:27:43,IAMUser,admin,ip-172-31-0-207,us-east-1,,EC2,Unknown,3,1,0,0,0,
3103,EC2 Log,2024-09-09 07:26:31,IAMUser,admin,ip-172-31-0-122,us-east-1,,EC2,Unknown,7,1,0,0,0,
3104,EC2 Log,2024-08-29 21:41:55,IAMUser,dev-user,ip-172-31-0-81,us-east-1,,EC2,Unknown,21,1,0,0,0,
3105,EC2 Log,2024-09-07 03:40:50,IAMUser,test-user,ip-172-31-0-224,us-east-1,,EC2,TerminateInstance,3,1,0,0,0,
3106,EC2 Log,2024-09-04 03:40:02,IAMUser,dev-user,ip-172-31-0-200,us-east-1,,EC2,Unknown,3,1,0,0,0,
3107,EC2 Log,2024-09-09 08:24:11,IAMUser,test-user,ip-172-31-0-197,us-east-1,,EC2,Unknown,8,1,0,0,0,
3108,EC2 Log,2024-09-11 15:06:50,IAMUser,dev-user,ip-172-31-0-37,us-east-1,,EC2,SecurityPatch,15,0,0,0,0,
3109,EC2 Log,2024-09-05 03:07:32,IAMUser,test-user,ip-172-31-0-33,us-east-1,,EC2,Unknown,3,1,0,0,0,
3110,EC2 Log,2024-08-30 09:45:13,IAMUser,admin,ip-172-31-0-242,us-east-1,,EC2,Unknown,9,0,0,0,0,
3111,EC2 Log,2024-09-05 04:55:30,IAMUser,dev-user,ip-172-31-0-196,us-east-1,,EC2,TerminateInstance,4,1,0,0,0,
3112,EC2 Log,2024-08-30 16:59:54,IAMUser,test-user,ip-172-31-0-217,us-east-1,,EC2,Unknown,16,0,0,0,0,
3113,EC2 Log,2024-09-01 12:45:03,IAMUser,admin,ip-172-31-0-54,us-east-1,,EC2,Unknown,12,0,0,0,0,
3114,EC2 Log,2024-09-04 07:37:33,IAMUser,admin,ip-172-31-0-193,us-east-1,,EC2,TerminateInstance,7,1,0,0,0,
3115,EC2 Log,2024-08-31 04:48:48,IAMUser,admin,ip-172-31-0-185,us-east-1,,EC2,Unknown,4,1,0,0,0,
3116,EC2 Log,2024-09-11 12:14:24,IAMUser,dev-user,ip-172-31-0-6,us-east-1,,EC2,CPU Warning,12,0,0,0,0,
3117,EC2 Log,2024-09-11 09:05:30,IAMUser,admin,ip-172-31-0-37,us-east-1,,EC2,Unknown,9,0,0,0,0,
3118,EC2 Log,2024-09-04 22:47:44,IAMUser,test-user,ip-172-31-0-41,us-east-1,,EC2,SecurityPatch,22,1,0,0,0,
3119,EC2 Log,2024-09-05 21:53:33,IAMUser,dev-user,ip-172-31-0-226,us-east-1,,EC2,Unknown,21,1,0,0,0,
3120,EC2 Log,2024-09-09 08:14:06,IAMUser,test-user,ip-172-31-0-92,us-east-1,,EC2,SecurityPatch,8,1,0,0,0,
3121,EC2 Log,2024-08-30 14:33:16,IAMUser,test-user,ip-172-31-0-26,us-east-1,,EC2,Unknown,14,0,0,0,0,
3122,EC2 Log,2024-09-06 14:00:44,IAMUser,test-user,ip-172-31-0-65,us-east-1,,EC2,Unknown,14,0,0,0,0,
3123,EC2 Log,2024-09-11 12:51:12,IAMUser,test-user,ip-172-31-0-35,us-east-1,,EC2,Unknown,12,0,0,0,0,
3124,EC2 Log,2024-09-02 23:09:08,IAMUser,dev-user,ip-172-31-0-180,us-east-1,,EC2,Unknown,23,1,0,0,0,
3125,EC2 Log,2024-09-08 10:13:51,IAMUser,test-user,ip-172-31-0-129,us-east-1,,EC2,Unknown,10,0,0,0,0,
3126,EC2 Log,2024-09-04 15:54:15,IAMUser,admin,ip-172-31-0-164,us-east-1,,EC2,Unknown,15,0,0,0,0,
3127,EC2 Log,2024-09-02 13:36:06,IAMUser,test-user,ip-172-31-0-14,us-east-1,,EC2,Unknown,13,0,0,0,0,
3128,EC2 Log,2024-09-02 13:39:22,IAMUser,test-user,ip-172-31-0-122,us-east-1,,EC2,CPU Warning,13,0,0,0,0,
3129,EC2 Log,2024-09-08 16:08:47,IAMUser,dev-user,ip-172-31-0-152,us-east-1,,EC2,Unknown,16,0,0,0,0,
3130,EC2 Log,2024-09-05 09:29:08,IAMUser,admin,ip-172-31-0-237,us-east-1,,EC2,Unknown,9,0,0,0,0,
3131,EC2 Log,2024-09-09 05:06:47,IAMUser,dev-user,ip-172-31-0-31,us-east-1,,EC2,Unknown,5,1,0,0,0,
3132,EC2 Log,2024-08-29 21:41:19,IAMUser,test-user,ip-172-31-0-189,us-east-1,,EC2,CPU Warning,21,1,0,0,0,
3133,EC2 Log,2024-08-31 00:10:00,IAMUser,dev-user,ip-172-31-0-93,us-east-1,,EC2,Unknown,0,1,0,0,0,
3134,EC2 Log,2024-08-31 16:50:56,IAMUser,test-user,ip-172-31-0-22,us-east-1,,EC2,Unknown,16,0,0,0,0,
3135,EC2 Log,2024-09-11 16:33:28,IAMUser,dev-user,ip-172-31-0-181,us-east-1,,EC2,Unknown,16,0,0,0,0,
3136,EC2 Log,2024-09-03 01:31:52,IAMUser,test-user,ip-172-31-0-67,us-east-1,,EC2,Unknown,1,1,0,0,0,
3137,EC2 Log,2024-09-03 17:40:46,IAMUser,dev-user,ip-172-31-0-49,us-east-1,,EC2,Unknown,17,0,0,0,0,
3138,EC2 Log,2024-09-04 01:33:06,IAMUser,test-user,ip-172-31-0-245,us-east-1,,EC2,Unknown,1,1,0,0,0,
3139,EC2 Log,2024-09-03 20:45:42,IAMUser,test-user,ip-172-31-0-61,us-east-1,,EC2,Unknown,20,1,0,0,0,
3140,EC2 Log,2024-09-06 09:05:52,IAMUser,admin,ip-172-31-0-58,us-east-1,,EC2,Unknown,9,0,0,0,0,
3141,EC2 Log,2024-09-01 01:47:24,IAMUser,test-user,ip-172-31-0-6,us-east-1,,EC2,Unknown,1,1,0,0,0,
3142,EC2 Log,2024-08-31 13:51:20,IAMUser,admin,ip-172-31-0-177,us-east-1,,EC2,Unknown,13,0,0,0,0,
3143,EC2 Log,2024-08-31 09:01:04,IAMUser,admin,ip-172-31-0-224,us-east-1,,EC2,Unknown,9,0,0,0,0,
3144,EC2 Log,2024-09-11 09:40:29,IAMUser,test-user,ip-172-31-0-182,us-east-1,,EC2,Unknown,9,0,0,0,0,
3145,EC2 Log,2024-09-09 10:57:57,IAMUser,test-user,ip-172-31-0-139,us-east-1,,EC2,Unknown,10,0,0,0,0,
3146,EC2 Log,2024-09-07 12:15:26,IAMUser,test-user,ip-172-31-0-178,us-east-1,,EC2,Unknown,12,0,0,0,0,
3147,EC2 Log,2024-09-06 19:47:30,IAMUser,admin,ip-172-31-0-73,us-east-1,,EC2,CPU Warning,19,1,0,0,0,
3148,EC2 Log,2024-09-04 23:41:03,IAMUser,test-user,ip-172-31-0-48,us-east-1,,EC2,Unknown,23,1,0,0,0,
3149,EC2 Log,2024-08-31 10:48:20,IAMUser,admin,ip-172-31-0-170,us-east-1,,EC2,CPU Warning,10,0,0,0,0,
3150,EC2 Log,2024-08-30 07:49:09,IAMUser,admin,ip-172-31-0-36,us-east-1,,EC2,Unknown,7,1,0,0,0,
3151,EC2 Log,2024-09-08 16:45:41,IAMUser,dev-user,ip-172-31-0-214,us-east-1,,EC2,CPU Warning,16,0,0,0,0,
3152,EC2 Log,2024-09-08 11:50:26,IAMUser,test-user,ip-172-31-0-112,us-east-1,,EC2,Unknown,11,0,0,0,0,
3153,EC2 Log,2024-09-02 11:03:52,IAMUser,admin,ip-172-31-0-231,us-east-1,,EC2,Unknown,11,0,0,0,0,
3154,EC2 Log,2024-09-07 08:59:46,IAMUser,dev-user,ip-172-31-0-143,us-east-1,,EC2,Unknown,8,1,0,0,0,
3155,EC2 Log,2024-09-07 07:02:19,IAMUser,admin,ip-172-31-0-9,us-east-1,,EC2,Unknown,7,1,0,0,0,
3156,EC2 Log,2024-09-10 17:10:37,IAMUser,dev-user,ip-172-31-0-128,us-east-1,,EC2,SecurityPatch,17,0,0,0,0,
3157,EC2 Log,2024-09-08 22:57:19,IAMUser,dev-user,ip-172-31-0-20,us-east-1,,EC2,Unknown,22,1,0,0,0,
3158,EC2 Log,2024-09-08 22:41:44,IAMUser,test-user,ip-172-31-0-10,us-east-1,,EC2,Unknown,22,1,0,0,0,
3159,EC2 Log,2024-09-01 07:08:36,IAMUser,dev-user,ip-172-31-0-76,us-east-1,,EC2,Unknown,7,1,0,0,0,
3160,EC2 Log,2024-09-07 21:54:24,IAMUser,dev-user,ip-172-31-0-97,us-east-1,,EC2,Unknown,21,1,0,0,0,
3161,EC2 Log,2024-09-11 18:04:22,IAMUser,dev-user,ip-172-31-0-197,us-east-1,,EC2,Unknown,18,1,0,0,0,
3162,EC2 Log,2024-09-10 18:14:47,IAMUser,dev-user,ip-172-31-0-122,us-east-1,,EC2,Unknown,18,1,0,0,0,
3163,EC2 Log,2024-09-10 10:51:38,IAMUser,dev-user,ip-172-31-0-203,us-east-1,,EC2,Unknown,10,0,0,0,0,
3164,EC2 Log,2024-09-07 19:32:57,IAMUser,admin,ip-172-31-0-75,us-east-1,,EC2,CPU Warning,19,1,0,0,0,
3165,EC2 Log,2024-09-05 17:40:29,IAMUser,dev-user,ip-172-31-0-241,us-east-1,,EC2,TerminateInstance,17,0,0,0,0,
3166,EC2 Log,2024-09-01 08:13:15,IAMUser,dev-user,ip-172-31-0-22,us-east-1,,EC2,Unknown,8,1,0,0,0,
3167,EC2 Log,2024-09-11 08:17:53,IAMUser,admin,ip-172-31-0-18,us-east-1,,EC2,Unknown,8,1,0,0,0,
3168,EC2 Log,2024-09-10 10:48:55,IAMUser,admin,ip-172-31-0-96,us-east-1,,EC2,Unknown,10,0,0,0,0,
3169,EC2 Log,2024-09-04 12:02:15,IAMUser,admin,ip-172-31-0-97,us-east-1,,EC2,CPU Warning,12,0,0,0,0,
3170,EC2 Log,2024-08-31 10:26:46,IAMUser,dev-user,ip-172-31-0-239,us-east-1,,EC2,Unknown,10,0,0,0,0,
3171,EC2 Log,2024-09-04 23:19:02,IAMUser,test-user,ip-172-31-0-76,us-east-1,,EC2,CPU Warning,23,1,0,0,0,
3172,EC2 Log,2024-09-03 20:07:56,IAMUser,admin,ip-172-31-0-156,us-east-1,,EC2,SecurityPatch,20,1,0,0,0,
3173,EC2 Log,2024-09-05 04:42:28,IAMUser,dev-user,ip-172-31-0-48,us-east-1,,EC2,TerminateInstance,4,1,0,0,0,
3174,EC2 Log,2024-09-06 19:46:29,IAMUser,admin,ip-172-31-0-67,us-east-1,,EC2,Unknown,19,1,0,0,0,
3175,EC2 Log,2024-09-03 01:39:27,IAMUser,test-user,ip-172-31-0-27,us-east-1,,EC2,Unknown,1,1,0,0,0,
3176,EC2 Log,2024-08-31 08:08:09,IAMUser,dev-user,ip-172-31-0-156,us-east-1,,EC2,TerminateInstance,8,1,0,0,0,
3177,EC2 Log,2024-09-04 23:56:17,IAMUser,test-user,ip-172-31-0-170,us-east-1,,EC2,SecurityPatch,23,1,0,0,0,
3178,EC2 Log,2024-09-11 10:13:20,IAMUser,admin,ip-172-31-0-209,us-east-1,,EC2,Unknown,10,0,0,0,0,
3179,EC2 Log,2024-08-30 17:37:33,IAMUser,admin,ip-172-31-0-184,us-east-1,,EC2,Unknown,17,0,0,0,0,
3180,EC2 Log,2024-09-01 19:28:24,IAMUser,test-user,ip-172-31-0-191,us-east-1,,EC2,Unknown,19,1,0,0,0,
3181,EC2 Log,2024-09-01 19:09:56,IAMUser,dev-user,ip-172-31-0-86,us-east-1,,EC2,SecurityPatch,19,1,0,0,0,
3182,EC2 Log,2024-09-10 16:35:57,IAMUser,test-user,ip-172-31-0-181,us-east-1,,EC2,TerminateInstance,16,0,0,0,0,
3183,EC2 Log,2024-09-03 03:45:07,IAMUser,admin,ip-172-31-0-86,us-east-1,,EC2,Unknown,3,1,0,0,0,
3184,EC2 Log,2024-08-31 10:36:39,IAMUser,admin,ip-172-31-0-225,us-east-1,,EC2,Unknown,10,0,0,0,0,
3185,EC2 Log,2024-09-05 09:57:53,IAMUser,test-user,ip-172-31-0-15,us-east-1,,EC2,Unknown,9,0,0,0,0,
3186,EC2 Log,2024-09-03 23:12:26,IAMUser,test-user,ip-172-31-0-98,us-east-1,,EC2,Unknown,23,1,0,0,0,
3187,EC2 Log,2024-08-31 00:01:56,IAMUser,test-user,ip-172-31-0-107,us-east-1,,EC2,Unknown,0,1,0,0,0,
3188,EC2 Log,2024-09-11 08:03:51,IAMUser,test-user,ip-172-31-0-232,us-east-1,,EC2,Unknown,8,1,0,0,0,
3189,EC2 Log,2024-09-11 23:20:16,IAMUser,admin,ip-172-31-0-233,us-east-1,,EC2,Unknown,23,1,0,0,0,
3190,EC2 Log,2024-09-08 18:53:01,IAMUser,dev-user,ip-172-31-0-45,us-east-1,,EC2,Unknown,18,1,0,0,0,
3191,EC2 Log,2024-08-30 21:52:09,IAMUser,admin,ip-172-31-0-7,us-east-1,,EC2,Unknown,21,1,0,0,0,
3192,EC2 Log,2024-09-01 08:41:31,IAMUser,admin,ip-172-31-0-35,us-east-1,,EC2,Unknown,8,1,0,0,0,
3193,EC2 Log,2024-09-09 11:51:45,IAMUser,admin,ip-172-31-0-153,us-east-1,,EC2,TerminateInstance,11,0,0,0,0,
3194,EC2 Log,2024-09-07 21:55:04,IAMUser,admin,ip-172-31-0-214,us-east-1,,EC2,Unknown,21,1,0,0,0,
3195,EC2 Log,2024-09-06 14:06:51,IAMUser,admin,ip-172-31-0-237,us-east-1,,EC2,TerminateInstance,14,0,0,0,0,
3196,EC2 Log,2024-09-08 12:16:05,IAMUser,dev-user,ip-172-31-0-196,us-east-1,,EC2,Unknown,12,0,0,0,0,
3197,EC2 Log,2024-09-03 05:20:46,IAMUser,admin,ip-172-31-0-202,us-east-1,,EC2,Unknown,5,1,0,0,0,
